posting_item_id,posting_id,order_id,pickup_point_id,fulfilment_channel,handover_date,event_type,record_status,item_value,item_commission
I00211558,O0055743-B2,O0055743,P00178,warehouse,2026-02-10,handover,final,0.99,0.0544
I00200923,O0052990-B2,O0052990,P00750,warehouse,2026-02-03,handover,final,11.13,0.6122
I00148529,O0039186-B1,O0039186,P00281,warehouse,2026-02-20,handover,final,4.26,0.2343
I00138504,O0036506-B1,O0036506,P00269,warehouse,2026-02-10,handover,final,5.04,0.2772
I00028268,O0007463-B1,O0007463,P00401,warehouse,2026-02-04,handover,final,6.84,0.3762
I00081708,O0021562-B1,O0021562,P00657,warehouse,2026-02-15,handover,final,0.99,0.0544
I00032971,O0008692-B1,O0008692,P00041,warehouse,2026-02-26,handover,final,0.99,0.0544
I00019026,O0005007-B2,O0005007,P00755,warehouse,2026-03-02,handover,final,0.99,0.0544
I00010660,O0002797-B1,O0002797,P00822,warehouse,2026-02-15,handover,final,0.99,0.0544
I00135947,O0035822-B1,O0035822,P00478,warehouse,2026-02-17,handover,final,11.38,0.6259
I00170685,O0045005-B3,O0045005,P00757,warehouse,2026-02-14,handover,final,0.99,0.0544
I00050424,O0013301-B1,O0013301,P00528,warehouse,2026-02-17,handover,final,3.79,0.2084
I00114992,O0030247-B1,O0030247,P00361,merchant_shipped,2026-02-20,handover,final,1.49,0.082
I00024372,O0006440-B1,O0006440,P00526,retail,2026-02-09,handover,final,3.85,0.2118
I00070144,O0018487-B1,O0018487,P00013,warehouse,2026-02-01,handover,final,1.78,0.0979
I00033025,O0008704-B1,O0008704,P00793,warehouse,2026-02-22,handover,final,0.99,0.0544
I00103844,O0027265-B2,O0027265,P00464,warehouse,2026-02-13,handover,final,1.35,0.0743
I00147518,O0038904-B1,O0038904,P00544,warehouse,2026-02-02,handover,final,0.99,0.0544
I00108175,O0028429-B1,O0028429,P00497,warehouse,2026-02-22,handover,final,1.31,0.072
I00010424,O0002738-B1,O0002738,P00063,warehouse,2026-02-07,handover,final,1.09,0.06
I00147367,O0038861-B1,O0038861,P00615,warehouse,2026-02-14,handover,final,0.99,0.0544
I00199780,O0052691-B2,O0052691,P00710,warehouse,2026-02-07,handover,final,0.99,0.0544
I00090267,O0023738-B2,O0023738,P00711,warehouse,2026-02-22,handover,final,4.47,0.2458
I00103156,O0027071-B1,O0027071,P00833,warehouse,2026-02-14,handover,final,0.99,0.0544
R00108041,O0028395-B1,O0028395,P00528,merchant_shipped,2026-02-21,handover_return,final,-49.06,-2.5
I00158314,O0041771-B2,O0041771,P00560,warehouse,2026-02-16,handover,final,0.99,0.0544
I00204551,O0053945-B2,O0053945,P00740,warehouse,2026-02-08,handover,final,13.96,0.7678
I00152304,O0040187-B2,O0040187,P00371,warehouse,2026-02-16,handover,final,3.08,0.1694
I00053293,O0014029-B1,O0014029,P00051,warehouse,2026-02-24,handover,final,0.99,0.0544
I00073755,O0019455-B1,O0019455,P00222,merchant_shipped,2026-02-01,handover,final,1.15,0.0632
I00023611,O0006241-B1,O0006241,P00633,warehouse,2026-02-06,handover,final,1.67,0.0918
R00194811,O0051382-B1,O0051382,P00844,warehouse,2026-02-16,handover_return,final,-0.99,-0.0544
I00009854,O0002596-B1,O0002596,P00537,retail,2026-02-15,handover,final,4.15,0.2282
I00050318,O0013274-B2,O0013274,P00330,warehouse,2026-02-08,handover,final,27.35,1.5042
I00120243,O0031641-B1,O0031641,P00482,warehouse,2026-02-07,handover,final,8.8,0.484
I00104783,O0027529-B1,O0027529,P00450,cross_border,2026-02-02,handover,final,108.07,2.5
I00223535,O0058990-B1,O0058990,P00394,warehouse,2026-02-03,handover,final,0.99,0.0544
I00205761,O0054262-B1,O0054262,P00623,warehouse,2026-02-26,handover,final,0.99,0.0544
I00000829,O0000223-B1,O0000223,P00535,warehouse,2026-02-13,handover,final,1.43,0.0786
I00205607,O0054224-B1,O0054224,P00434,warehouse,2026-02-08,handover,final,1.15,0.0632
I00127896,O0033688-B2,O0033688,P00023,warehouse,2026-02-11,handover,final,2.16,0.1188
I00114277,O0030058-B1,O0030058,P00383,warehouse,2026-02-27,handover,final,0.99,0.0544
I00155758,O0041100-B1,O0041100,P00810,warehouse,2026-02-07,handover,final,0.99,0.0544
I00211579,O0055747-B1,O0055747,P00117,cross_border,2026-02-02,handover,final,14.25,0.7838
I00149000,O0039300-B1,O0039300,P00157,warehouse,2026-02-26,handover,final,6.42,0.3531
I00179241,O0047329-B2,O0047329,P00551,warehouse,2026-02-21,handover,final,1.92,0.1056
C00097504,O0025650-B1,O0025650,P00516,warehouse,2026-02-07,handover,corrected,7.73,0.4252
I00143675,O0037874-B1,O0037874,P00329,warehouse,2026-02-03,handover,final,0.99,0.0544
I00079907,O0021075-B1,O0021075,P00606,warehouse,2026-02-05,handover,final,21.16,1.1638
I00055158,O0014532-B1,O0014532,P00229,warehouse,2026-02-03,handover,final,0.99,0.0544
I00093750,O0024668-B1,O0024668,P00144,warehouse,2026-02-18,handover,final,3.21,0.1766
I00097421,O0025627-B1,O0025627,P00138,retail,2026-02-16,handover,final,1.29,0.071
I00160646,O0042380-B2,O0042380,P00283,warehouse,2026-02-14,handover,final,2.35,0.1292
I00123610,O0032543-B1,O0032543,P00738,warehouse,2026-02-08,handover,final,26.17,1.4394
I00082456,O0021745-B1,O0021745,P00308,retail,2026-02-09,handover,final,2.67,0.1468
I00148869,O0039269-B1,O0039269,P00062,warehouse,2026-02-11,handover,final,0.99,0.0544
I00055085,O0014512-B1,O0014512,P00459,retail,2026-02-08,handover,final,1.03,0.0566
I00033983,O0008981-B1,O0008981,P00080,warehouse,2026-02-19,handover,final,1.64,0.0902
I00034097,O0009014-B1,O0009014,P00582,warehouse,2026-02-14,handover,final,0.99,0.0544
I00036276,O0009604-B1,O0009604,P00497,warehouse,2026-02-09,handover,final,0.99,0.0544
I00013186,O0003456-B1,O0003456,P00527,warehouse,2026-02-20,handover,final,0.99,0.0544
I00103582,O0027188-B1,O0027188,P00644,merchant_shipped,2026-02-06,handover,final,6.34,0.3487
I00082973,O0021870-B1,O0021870,P00636,warehouse,2026-02-18,handover,final,9.78,0.5379
I00118130,O0031101-B1,O0031101,P00139,warehouse,2026-02-27,handover,final,7.87,0.4328
I00109019,O0028647-B1,O0028647,P00684,warehouse,2026-02-06,handover,final,4.0,0.22
I00033319,O0008790-B2,O0008790,P00257,warehouse,2026-03-03,handover,final,0.99,0.0544
I00131420,O0034599-B1,O0034599,P00440,warehouse,2026-02-03,handover,final,2.76,0.1518
I00168561,O0044431-B2,O0044431,P00482,warehouse,2026-02-14,handover,final,0.99,0.0544
I00069023,O0018170-B1,O0018170,P00226,warehouse,2026-02-18,handover,final,1.76,0.0968
I00091447,O0024043-B2,O0024043,P00051,warehouse,2026-02-19,handover,final,14.78,0.8129
I00139157,O0036690-B1,O0036690,P00512,retail,2026-02-13,handover,final,2.19,0.1204
I00033131,O0008734-B1,O0008734,P00279,merchant_shipped,2026-02-16,handover,final,3.96,0.2178
I00037506,O0009924-B1,O0009924,P00672,warehouse,2026-02-25,handover,final,0.99,0.0544
I00085133,O0022426-B1,O0022426,P00370,warehouse,2026-02-07,handover,final,1.14,0.0627
I00174844,O0046123-B1,O0046123,P00744,merchant_shipped,2026-02-20,handover,final,7.84,0.4312
I00130032,O0034255-B1,O0034255,P00803,warehouse,2026-02-09,handover,final,0.99,0.0544
I00059947,O0015795-B1,O0015795,P00374,warehouse,2026-02-11,handover,final,8.43,0.4636
I00203006,O0053521-B1,O0053521,P00843,warehouse,2026-02-22,handover,final,4.96,0.2728
I00127500,O0033569-B1,O0033569,P00715,warehouse,2026-02-23,handover,final,0.99,0.0544
I00133184,O0035078-B2,O0035078,P00428,warehouse,2026-02-04,handover,final,1.34,0.0737
I00035499,O0009397-B1,O0009397,P00223,warehouse,2026-02-22,handover,final,5.74,0.3157
I00030765,O0008125-B2,O0008125,P00003,warehouse,2026-02-07,handover,final,1.43,0.0786
I00021395,O0005660-B1,O0005660,P00593,warehouse,2026-02-12,handover,final,9.17,0.5044
I00109489,O0028770-B2,O0028770,P00602,cross_border,2026-02-25,handover,final,8.42,0.4631
I00037667,O0009966-B1,O0009966,P00501,warehouse,2026-02-15,handover,final,8.91,0.49
I00175467,O0046291-B1,O0046291,P00248,warehouse,2026-02-13,handover,final,3.37,0.1854
I00221010,O0058280-B1,O0058280,P00097,warehouse,2026-02-13,handover,final,9.52,0.5236
I00175118,O0046196-B1,O0046196,P00143,warehouse,2026-02-20,handover,final,1.59,0.0874
I00191971,O0050625-B1,O0050625,P00278,warehouse,2026-02-27,handover,final,2.27,0.1248
I00160433,O0042315-B1,O0042315,P00073,cross_border,2026-02-04,handover,final,5.77,0.3173
R00020337,O0005370-B1,O0005370,P00041,warehouse,2026-02-26,handover_return,final,-1.44,-0.0792
I00113541,O0029870-B1,O0029870,P00612,warehouse,2026-02-16,handover,final,1.37,0.0754
I00002491,O0000657-B1,O0000657,P00591,warehouse,2026-02-21,handover,final,3.82,0.2101
I00084628,O0022300-B1,O0022300,P00351,retail,2026-02-08,handover,final,7.82,0.4301
I00193093,O0050922-B2,O0050922,P00253,warehouse,2026-02-10,handover,final,0.99,0.0544
I00015158,O0003974-B1,O0003974,P00213,warehouse,2026-02-24,handover,final,2.16,0.1188
I00193892,O0051149-B1,O0051149,P00549,warehouse,2026-02-15,handover,final,2.21,0.1216
C00097973,O0025773-B2,O0025773,P00685,warehouse,2026-02-04,handover,corrected,1.32,0.0726
I00129859,O0034213-B1,O0034213,P00624,retail,2026-02-08,handover,final,1.0,0.055
I00006513,O0001695-B1,O0001695,P00611,warehouse,2026-02-23,handover,final,0.99,0.0544
I00085664,O0022558-B1,O0022558,P00403,warehouse,2026-02-15,handover,final,4.3,0.2365
I00135658,O0035743-B1,O0035743,P00593,warehouse,2026-02-17,handover,final,2.21,0.1216
I00164932,O0043485-B2,O0043485,P00450,warehouse,2026-02-11,handover,final,0.99,0.0544
I00100926,O0026534-B1,O0026534,P00446,warehouse,2026-02-10,handover,final,0.99,0.0544
I00143027,O0037693-B1,O0037693,P00061,warehouse,2026-02-28,handover,final,0.99,0.0544
I00126309,O0033233-B1,O0033233,P00559,warehouse,2026-02-03,handover,final,2.5,0.1375
I00189907,O0050068-B1,O0050068,P00064,warehouse,2026-02-18,handover,final,1.64,0.0902
I00034977,O0009253-B1,O0009253,P00051,warehouse,2026-02-10,handover,final,1.63,0.0896
I00115426,O0030362-B1,O0030362,P00733,warehouse,2026-02-01,handover,final,0.99,0.0544
I00172093,O0045394-B1,O0045394,P00659,warehouse,2026-02-06,handover,final,2.93,0.1612
I00055094,O0014515-B1,O0014515,P00727,warehouse,2026-02-20,handover,final,7.95,0.4372
I00039333,O0010397-B3,O0010397,P00348,warehouse,2026-02-19,handover,final,1.36,0.0748
I00048662,O0012828-B1,O0012828,P00550,warehouse,2026-02-12,handover,final,12.17,0.6694
I00051146,O0013476-B1,O0013476,P00291,warehouse,2026-02-11,handover,final,1.73,0.0952
I00211563,O0055743-B3,O0055743,P00178,warehouse,2026-02-11,handover,final,0.99,0.0544
I00000600,O0000159-B2,O0000159,P00437,warehouse,2026-02-19,handover,final,54.15,2.5
I00139210,O0036702-B1,O0036702,P00048,warehouse,2026-02-01,handover,final,4.02,0.2211
I00107979,O0028380-B1,O0028380,P00727,warehouse,2026-02-15,handover,final,4.91,0.27
I00124978,O0032916-B1,O0032916,P00589,warehouse,2026-02-02,handover,final,0.99,0.0544
I00096400,O0025368-B1,O0025368,P00848,warehouse,2026-02-01,handover,final,0.99,0.0544
I00035308,O0009353-B1,O0009353,P00183,retail,2026-02-10,handover,final,0.99,0.0544
I00216414,O0057049-B1,O0057049,P00577,cross_border,2026-02-18,handover,final,1.71,0.094
I00069524,O0018315-B1,O0018315,P00371,warehouse,2026-02-10,handover,final,2.21,0.1216
I00045005,O0011885-B1,O0011885,P00259,warehouse,2026-02-04,handover,final,4.85,0.2668
I00073244,O0019324-B1,O0019324,P00363,warehouse,2026-02-11,handover,final,4.78,0.2629
I00176562,O0046593-B1,O0046593,P00569,warehouse,2026-02-12,handover,final,2.75,0.1512
C00189515,O0049974-B1,O0049974,P00492,cross_border,2026-02-03,handover,corrected,110.24,2.5
I00039683,O0010483-B3,O0010483,P00681,warehouse,2026-02-07,handover,final,4.08,0.2244
I00013285,O0003485-B2,O0003485,P00404,warehouse,2026-02-12,handover,final,3.07,0.1688
I00068637,O0018070-B1,O0018070,P00417,warehouse,2026-02-13,handover,final,0.99,0.0544
I00050713,O0013376-B2,O0013376,P00675,warehouse,2026-02-26,handover,final,6.03,0.3316
I00087954,O0023149-B1,O0023149,P00630,warehouse,2026-02-03,handover,final,0.99,0.0544
I00023895,O0006315-B2,O0006315,P00763,warehouse,2026-02-18,handover,final,6.57,0.3614
R00027017,O0007138-B1,O0007138,P00273,warehouse,2026-02-21,handover_return,final,-0.99,-0.0544
I00192384,O0050731-B1,O0050731,P00607,warehouse,2026-02-27,handover,final,2.26,0.1243
I00167217,O0044094-B1,O0044094,P00121,warehouse,2026-02-18,handover,final,0.99,0.0544
I00107145,O0028162-B1,O0028162,P00290,warehouse,2026-02-07,handover,final,6.57,0.3614
I00051745,O0013631-B1,O0013631,P00777,warehouse,2026-02-24,handover,final,6.98,0.3839
I00134613,O0035472-B1,O0035472,P00018,cross_border,2026-02-04,handover,final,18.86,1.0373
I00151572,O0039995-B1,O0039995,P00550,warehouse,2026-02-25,handover,final,0.99,0.0544
I00008734,O0002287-B1,O0002287,P00321,warehouse,2026-02-12,handover,final,0.99,0.0544
I00132701,O0034955-B1,O0034955,P00747,warehouse,2026-02-15,handover,final,5.01,0.2756
I00165937,O0043741-B2,O0043741,P00489,warehouse,2026-02-04,handover,final,1.83,0.1006
I00029832,O0007883-B1,O0007883,P00057,warehouse,2026-02-08,handover,final,0.99,0.0544
C00075186,O0019827-B1,O0019827,P00777,retail,2026-02-27,handover,corrected,3.94,0.2167
I00197945,O0052196-B2,O0052196,P00096,warehouse,2026-02-27,handover,final,1.05,0.0578
I00083183,O0021925-B1,O0021925,P00447,warehouse,2026-02-17,handover,final,2.39,0.1314
I00162737,O0042941-B1,O0042941,P00125,warehouse,2026-02-27,handover,final,34.89,1.919
I00225242,O0059457-B1,O0059457,P00627,merchant_shipped,2026-02-06,handover,final,16.89,0.929
I00221763,O0058497-B1,O0058497,P00735,merchant_shipped,2026-02-07,handover,final,5.79,0.3184
I00164673,O0043423-B2,O0043423,P00090,warehouse,2026-02-26,handover,final,1.31,0.072
I00179235,O0047329-B1,O0047329,P00551,warehouse,2026-02-20,handover,final,0.99,0.0544
I00028652,O0007560-B2,O0007560,P00665,warehouse,2026-02-10,handover,final,8.16,0.4488
I00135624,O0035731-B1,O0035731,P00451,warehouse,2026-02-14,handover,final,0.99,0.0544
I00084272,O0022208-B2,O0022208,P00239,warehouse,2026-02-12,handover,final,0.99,0.0544
I00188292,O0049660-B1,O0049660,P00018,warehouse,2026-02-21,handover,final,11.3,0.6215
I00095532,O0025143-B1,O0025143,P00476,retail,2026-02-12,handover,final,0.99,0.0544
I00159373,O0042045-B1,O0042045,P00087,warehouse,2026-02-15,handover,final,27.83,1.5306
I00175488,O0046296-B1,O0046296,P00625,cross_border,2026-02-17,handover,final,12.21,0.6716
I00155406,O0041006-B1,O0041006,P00669,warehouse,2026-02-06,handover,final,0.99,0.0544
I00203628,O0053694-B1,O0053694,P00155,warehouse,2026-02-05,handover,final,4.13,0.2272
I00009339,O0002449-B1,O0002449,P00027,warehouse,2026-02-27,handover,final,0.99,0.0544
I00177901,O0046972-B1,O0046972,P00390,warehouse,2026-02-17,handover,final,24.55,1.3502
I00066485,O0017491-B1,O0017491,P00790,warehouse,2026-02-01,handover,final,1.29,0.071
I00195286,O0051508-B1,O0051508,P00624,warehouse,2026-02-25,handover,final,1.25,0.0688
I00026531,O0007014-B2,O0007014,P00455,warehouse,2026-02-20,handover,final,1.47,0.0808
I00057388,O0015138-B1,O0015138,P00296,warehouse,2026-02-08,handover,final,0.99,0.0544
I00133249,O0035092-B3,O0035092,P00583,warehouse,2026-02-06,handover,final,2.79,0.1534
I00073718,O0019444-B2,O0019444,P00288,warehouse,2026-02-14,handover,final,1.52,0.0836
I00087572,O0023063-B1,O0023063,P00530,warehouse,2026-02-24,handover,final,3.02,0.1661
I00042432,O0011195-B2,O0011195,P00405,warehouse,2026-02-08,handover,final,4.5,0.2475
I00062320,O0016406-B1,O0016406,P00428,warehouse,2026-02-07,handover,final,0.99,0.0544
I00078132,O0020595-B1,O0020595,P00568,warehouse,2026-02-09,handover,final,24.63,1.3546
I00133782,O0035247-B2,O0035247,P00627,warehouse,2026-02-07,handover,final,2.49,0.137
I00049552,O0013077-B1,O0013077,P00280,retail,2026-02-25,handover,final,3.23,0.1776
I00085784,O0022588-B1,O0022588,P00429,merchant_shipped,2026-02-01,handover,final,58.92,2.5
I00129279,O0034063-B1,O0034063,P00468,warehouse,2026-02-14,handover,final,0.99,0.0544
I00177137,O0046755-B1,O0046755,P00495,warehouse,2026-02-08,handover,final,2.45,0.1348
I00223804,O0059055-B1,O0059055,P00822,merchant_shipped,2026-02-11,handover,final,7.21,0.3966
I00194362,O0051254-B1,O0051254,P00261,warehouse,2026-02-27,handover,final,0.99,0.0544
I00140788,O0037117-B1,O0037117,P00709,warehouse,2026-02-03,handover,final,18.39,1.0114
I00090917,O0023906-B1,O0023906,P00032,warehouse,2026-02-19,handover,final,23.45,1.2898
I00212672,O0056044-B1,O0056044,P00211,warehouse,2026-02-11,handover,final,3.01,0.1656
I00147762,O0038969-B1,O0038969,P00550,cross_border,2026-02-16,handover,final,0.99,0.0544
I00188018,O0049596-B1,O0049596,P00305,merchant_shipped,2026-02-20,handover,final,9.76,0.5368
I00167402,O0044144-B1,O0044144,P00581,warehouse,2026-02-01,handover,final,3.25,0.1788
I00048045,O0012671-B2,O0012671,P00304,warehouse,2026-02-10,handover,final,9.04,0.4972
I00015473,O0004061-B1,O0004061,P00754,warehouse,2026-02-03,handover,final,1.13,0.0622
I00000167,O0000039-B2,O0000039,P00489,warehouse,2026-02-08,handover,final,23.52,1.2936
I00068931,O0018146-B2,O0018146,P00721,warehouse,2026-02-02,handover,final,0.99,0.0544
I00200534,O0052891-B1,O0052891,P00044,warehouse,2026-02-28,handover,final,0.99,0.0544
I00217015,O0057204-B1,O0057204,P00637,merchant_shipped,2026-02-16,handover,final,18.24,1.0032
I00186202,O0049089-B1,O0049089,P00454,warehouse,2026-02-04,handover,final,0.99,0.0544
I00154154,O0040680-B1,O0040680,P00377,warehouse,2026-02-14,handover,final,0.99,0.0544
I00227272,O0059989-B1,O0059989,P00019,warehouse,2026-02-15,handover,final,5.32,0.2926
I00189299,O0049911-B2,O0049911,P00392,cross_border,2026-02-17,handover,final,1.38,0.0759
I00156216,O0041217-B1,O0041217,P00708,warehouse,2026-02-05,handover,final,2.31,0.127
I00132305,O0034841-B1,O0034841,P00167,warehouse,2026-02-22,handover,final,5.07,0.2789
I00066369,O0017455-B1,O0017455,P00377,retail,2026-02-17,handover,final,3.48,0.1914
I00100640,O0026459-B1,O0026459,P00109,warehouse,2026-02-27,handover,final,0.99,0.0544
I00210513,O0055453-B1,O0055453,P00026,warehouse,2026-02-04,handover,final,0.99,0.0544
I00027262,O0007204-B1,O0007204,P00277,warehouse,2026-02-26,handover,final,0.99,0.0544
I00071689,O0018906-B1,O0018906,P00217,warehouse,2026-02-09,handover,final,1.91,0.105
I00016606,O0004373-B1,O0004373,P00433,warehouse,2026-02-13,handover,final,21.2,1.166
I00041586,O0010983-B1,O0010983,P00713,warehouse,2026-02-08,handover,final,0.99,0.0544
I00041068,O0010843-B1,O0010843,P00646,warehouse,2026-02-10,handover,final,1.18,0.0649
I00024579,O0006492-B1,O0006492,P00598,warehouse,2026-02-07,handover,final,1.53,0.0842
I00056891,O0014998-B1,O0014998,P00236,warehouse,2026-02-13,handover,final,2.59,0.1424
I00202019,O0053272-B2,O0053272,P00223,warehouse,2026-02-27,handover,final,13.73,0.7552
I00083775,O0022093-B1,O0022093,P00127,warehouse,2026-02-01,handover,final,2.24,0.1232
I00173393,O0045735-B1,O0045735,P00220,warehouse,2026-02-09,handover,final,0.99,0.0544
I00086933,O0022901-B1,O0022901,P00643,warehouse,2026-02-25,handover,final,1.57,0.0864
I00226363,O0059758-B1,O0059758,P00779,warehouse,2026-02-20,handover,final,0.99,0.0544
I00139114,O0036675-B2,O0036675,P00128,warehouse,2026-02-17,handover,final,2.9,0.1595
I00225232,O0059454-B1,O0059454,P00368,cross_border,2026-02-27,handover,final,2.95,0.1622
I00031584,O0008327-B2,O0008327,P00649,warehouse,2026-02-19,handover,final,2.29,0.126
I00096271,O0025338-B1,O0025338,P00258,cross_border,2026-02-07,handover,final,1.5,0.0825
I00029549,O0007806-B2,O0007806,P00442,warehouse,2026-02-10,handover,final,0.99,0.0544
I00109669,O0028816-B1,O0028816,P00532,warehouse,2026-02-15,handover,final,0.99,0.0544
I00168459,O0044406-B1,O0044406,P00598,warehouse,2026-02-21,handover,final,0.99,0.0544
I00000961,O0000254-B1,O0000254,P00723,warehouse,2026-02-10,handover,final,18.51,1.0181
I00076652,O0020215-B1,O0020215,P00576,warehouse,2026-02-17,handover,final,0.99,0.0544
I00140617,O0037073-B1,O0037073,P00803,warehouse,2026-02-25,handover,final,0.99,0.0544
I00000913,O0000243-B3,O0000243,P00424,warehouse,2026-02-14,handover,final,12.17,0.6694
I00191815,O0050589-B2,O0050589,P00836,warehouse,2026-02-16,handover,final,0.99,0.0544
I00074746,O0019713-B1,O0019713,P00801,warehouse,2026-02-18,handover,final,0.99,0.0544
I00215237,O0056733-B1,O0056733,P00242,cross_border,2026-02-08,handover,final,1.24,0.0682
I00103094,O0027057-B1,O0027057,P00053,warehouse,2026-02-23,handover,final,16.79,0.9234
I00029125,O0007690-B1,O0007690,P00425,warehouse,2026-02-24,handover,final,1.5,0.0825
I00147050,O0038772-B1,O0038772,P00002,warehouse,2026-02-21,handover,final,0.99,0.0544
I00124896,O0032895-B1,O0032895,P00080,warehouse,2026-02-14,handover,final,0.99,0.0544
I00037418,O0009898-B1,O0009898,P00173,merchant_shipped,2026-02-11,handover,final,5.2,0.286
I00039641,O0010473-B2,O0010473,P00055,warehouse,2026-02-24,handover,final,0.99,0.0544
I00088953,O0023408-B1,O0023408,P00506,warehouse,2026-02-03,handover,final,11.27,0.6198
I00015662,O0004117-B1,O0004117,P00414,warehouse,2026-02-14,handover,final,44.34,2.4387
I00181600,O0047929-B1,O0047929,P00258,warehouse,2026-02-25,handover,final,5.33,0.2932
I00158388,O0041789-B1,O0041789,P00324,warehouse,2026-02-05,handover,final,3.05,0.1677
I00149639,O0039484-B1,O0039484,P00111,cross_border,2026-02-04,handover,final,3.26,0.1793
I00009901,O0002609-B1,O0002609,P00059,warehouse,2026-02-18,handover,final,6.39,0.3514
I00148604,O0039204-B1,O0039204,P00152,warehouse,2026-02-25,handover,final,1.55,0.0853
I00128518,O0033847-B1,O0033847,P00523,warehouse,2026-02-01,handover,final,1.57,0.0864
I00093057,O0024484-B1,O0024484,P00768,warehouse,2026-02-26,handover,final,1.69,0.0929
I00167632,O0044200-B2,O0044200,P00743,warehouse,2026-02-05,handover,final,2.24,0.1232
R00102134,O0026822-B2,O0026822,P00594,warehouse,2026-02-12,handover_return,final,-0.99,-0.0544
I00011930,O0003139-B1,O0003139,P00089,warehouse,2026-02-26,handover,final,2.32,0.1276
I00032653,O0008604-B2,O0008604,P00583,warehouse,2026-02-20,handover,final,0.99,0.0544
I00205342,O0054149-B2,O0054149,P00423,warehouse,2026-02-23,handover,final,0.99,0.0544
I00091009,O0023928-B1,O0023928,P00100,warehouse,2026-02-12,handover,final,0.99,0.0544
I00186767,O0049239-B1,O0049239,P00038,warehouse,2026-02-17,handover,final,0.99,0.0544
I00133175,O0035074-B1,O0035074,P00382,warehouse,2026-02-05,handover,final,4.1,0.2255
I00028674,O0007566-B1,O0007566,P00594,warehouse,2026-02-06,handover,final,0.99,0.0544
I00139526,O0036789-B2,O0036789,P00232,warehouse,2026-02-13,handover,final,0.99,0.0544
I00154690,O0040824-B1,O0040824,P00119,warehouse,2026-02-12,handover,final,8.3,0.4565
I00215157,O0056712-B1,O0056712,P00155,warehouse,2026-02-28,handover,final,1.77,0.0974
I00160785,O0042423-B1,O0042423,P00486,warehouse,2026-02-27,handover,final,3.22,0.1771
I00078006,O0020559-B1,O0020559,P00002,warehouse,2026-02-23,handover,final,1.33,0.0732
I00051040,O0013446-B1,O0013446,P00489,warehouse,2026-02-20,handover,final,1.28,0.0704
I00221578,O0058445-B1,O0058445,P00103,warehouse,2026-02-11,handover,final,6.61,0.3636
I00178473,O0047129-B1,O0047129,P00043,warehouse,2026-02-02,handover,final,0.99,0.0544
I00178548,O0047150-B1,O0047150,P00281,warehouse,2026-02-25,handover,final,3.49,0.192
I00136821,O0036052-B1,O0036052,P00425,warehouse,2026-02-06,handover,final,1.14,0.0627
I00158814,O0041899-B1,O0041899,P00513,warehouse,2026-02-23,handover,final,0.99,0.0544
I00060149,O0015848-B1,O0015848,P00109,retail,2026-02-02,handover,final,5.58,0.3069
I00021480,O0005685-B1,O0005685,P00497,warehouse,2026-02-12,handover,final,0.99,0.0544
I00056293,O0014838-B1,O0014838,P00431,warehouse,2026-02-03,handover,final,3.31,0.1821
